class_size,instance,rep,solver,resolution_time,result_type,formed_teams,team_scores,score,score_type,name,group_size
30,3,2,CBC,4.448092222213745,optimal,"[{160, 121, 320, 89, 315}, {357, 333, 177, 94, 127}, {256, 102, 176, 189, 287}, {106, 239, 175, 253, 319}, {273, 308, 120, 347, 383}, {359, 272, 215, 314, 126}]","[1.0, 0.875, 1.0, 1.0, 0.875, 0.875]",5.625,belbin,belbin-Student_num-30-instance-3-rep2-CBC-groupsize-5,5
30,3,3,CBC,0.0720851421356201,optimal,"[{89, 319, 175}, {287, 94, 239}, {176, 106, 102}, {120, 357, 189}, {121, 273, 127}, {314, 315, 126}, {160, 253, 215}, {177, 347, 383}, {256, 320, 359}, {272, 308, 333}]","[1.0, 0.75, 0.875, 0.75, 0.75, 0.75, 0.75, 0.875, 0.75, 0.5]",7.75,belbin,belbin-Student_num-30-instance-3-rep3-CBC-groupsize-3,3
30,3,3,CBC,28.45585989952088,optimal,"[{357, 272, 215, 89, 315}, {359, 177, 94, 126, 127}, {256, 102, 176, 189, 287}, {106, 239, 175, 253, 319}, {273, 308, 120, 347, 383}, {160, 320, 333, 121, 314}]","[0.875, 1.0, 1.0, 1.0, 0.875, 0.875]",5.625,belbin,belbin-Student_num-30-instance-3-rep3-CBC-groupsize-5,5
30,3,4,CBC,0.0756897926330566,optimal,"[{89, 319, 175}, {287, 94, 239}, {176, 106, 102}, {120, 357, 189}, {121, 273, 127}, {314, 315, 126}, {160, 253, 215}, {177, 347, 383}, {256, 320, 359}, {272, 308, 333}]","[1.0, 0.75, 0.875, 0.75, 0.75, 0.75, 0.75, 0.875, 0.75, 0.5]",7.75,belbin,belbin-Student_num-30-instance-3-rep4-CBC-groupsize-3,3
30,3,4,CBC,4.351763010025024,optimal,"[{160, 121, 320, 89, 315}, {357, 333, 177, 94, 127}, {256, 102, 176, 189, 287}, {106, 239, 175, 253, 319}, {273, 308, 120, 347, 383}, {359, 272, 215, 314, 126}]","[1.0, 0.875, 1.0, 1.0, 0.875, 0.875]",5.625,belbin,belbin-Student_num-30-instance-3-rep4-CBC-groupsize-5,5
30,3,5,CBC,0.074770450592041,optimal,"[{89, 319, 175}, {287, 94, 239}, {176, 106, 102}, {120, 357, 189}, {121, 273, 127}, {314, 315, 126}, {160, 253, 215}, {177, 347, 383}, {256, 320, 359}, {272, 308, 333}]","[1.0, 0.75, 0.875, 0.75, 0.75, 0.75, 0.75, 0.875, 0.75, 0.5]",7.75,belbin,belbin-Student_num-30-instance-3-rep5-CBC-groupsize-3,3
30,3,5,CBC,4.425938606262207,optimal,"[{160, 121, 320, 89, 315}, {357, 333, 177, 94, 127}, {256, 102, 176, 189, 287}, {106, 239, 175, 253, 319}, {273, 308, 120, 347, 383}, {359, 272, 215, 314, 126}]","[1.0, 0.875, 1.0, 1.0, 0.875, 0.875]",5.625,belbin,belbin-Student_num-30-instance-3-rep5-CBC-groupsize-5,5
30,4,1,CBC,0.0778272151947021,optimal,"[{122, 299, 77}, {257, 78, 369}, {194, 82, 363}, {154, 94, 103}, {144, 337, 107}, {346, 108, 374}, {199, 212, 111}, {366, 118, 286}, {273, 141, 246}, {170, 226, 253}]","[0.875, 0.875, 0.625, 0.5, 0.875, 0.875, 0.625, 0.75, 0.625, 0.75]",7.375,belbin,belbin-Student_num-30-instance-4-rep1-CBC-groupsize-3,3
30,4,1,CBC,19.84518527984619,optimal,"[{103, 77, 78, 111, 246}, {170, 273, 82, 337, 118}, {194, 199, 144, 212, 94}, {107, 108, 141, 122, 286}, {363, 346, 366, 154, 253}, {257, 226, 299, 369, 374}]","[0.875, 1.0, 0.875, 1.0, 0.875, 1.0]",5.625,belbin,belbin-Student_num-30-instance-4-rep1-CBC-groupsize-5,5
30,4,2,CBC,0.0814757347106933,optimal,"[{122, 299, 77}, {257, 78, 369}, {194, 82, 363}, {154, 94, 103}, {144, 337, 107}, {346, 108, 374}, {199, 212, 111}, {366, 118, 286}, {273, 141, 246}, {170, 226, 253}]","[0.875, 0.875, 0.625, 0.5, 0.875, 0.875, 0.625, 0.75, 0.625, 0.75]",7.375,belbin,belbin-Student_num-30-instance-4-rep2-CBC-groupsize-3,3
